gameId,gameName,date,teamA_code,teamB_code,period,timeRemaining,scoreA,scoreB,orgId,teamCode,personId,firstName,lastName,uniformNumber,actionCode,actionText,made,pts,shotType,x,y
130879,30373-A-1,,USA,ARG,Q1,3:36,16,8,14,ARG,408857,Joaquin,Caumo,10,P3,3pt jump shot from center missed,0,3,3PT,87,181
130879,30373-A-1,,USA,ARG,Q1,3:02,16,8,14,ARG,408857,Joaquin,Caumo,10,P3,3pt jump shot missed,0,3,3PT,7,19
130879,30373-A-1,,USA,ARG,Q1,2:45,18,8,154,USA,416558,Quentin,Coleman,11,P2,"2PtsFG under the basket, dunk made",1,2,2PT,138,23
130879,30373-A-1,,USA,ARG,Q1,2:22,18,8,14,ARG,362126,Benjamin,Pettovello,32,P2,2pt jump shot missed,0,2,2PT,137,71
130879,30373-A-1,,USA,ARG,Q1,2:14,18,8,154,USA,416447,Demarcus,Henry,14,FT,1st of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q1,2:14,18,8,154,USA,416447,Demarcus,Henry,14,FT,2nd of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q1,1:48,20,8,154,USA,369232,Taylen,Kinney,4,P2,"2PtsFG under the basket, points from fastbreak + after turnover, driving layup made",1,2,2PT,128,33
130879,30373-A-1,,USA,ARG,Q1,1:24,20,8,14,ARG,408872,Bautista,Gobetti,6,P2,"2PtsFG inside right wing, jump shot missed",0,2,2PT,248,19
130879,30373-A-1,,USA,ARG,Q1,1:18,20,11,14,ARG,408857,Joaquin,Caumo,10,P3,3pt jump shot made,1,3,3PT,7,61
130879,30373-A-1,,USA,ARG,Q1,1:05,23,11,154,USA,416558,Quentin,Coleman,11,P3,3pt jump shot made,1,3,3PT,223,159
130879,30373-A-1,,USA,ARG,Q1,0:41,23,11,14,ARG,409151,Santiago,Pettinaroli,14,P2,2pt driving layup missed,0,2,2PT,138,51
130879,30373-A-1,,USA,ARG,Q1,0:28,23,11,154,USA,416519,Jasiah,Jervis,9,P3,3pt jump shot missed,0,3,3PT,264,81
130879,30373-A-1,,USA,ARG,Q1,0:07,23,11,14,ARG,408857,Joaquin,Caumo,10,P3,3pt jump shot missed,0,3,3PT,207,165
130879,30373-A-1,,USA,ARG,Q2,9:44,23,11,14,ARG,408870,Gonzalo,Aman,8,P2,"2PtsFG under the basket, pullup jump shot missed",0,2,2PT,126,40
130879,30373-A-1,,USA,ARG,Q2,9:38,23,11,154,USA,341544,Caleb,Gaskins,12,P3,3pt jump shot missed,0,3,3PT,41,127
130879,30373-A-1,,USA,ARG,Q2,9:32,23,11,154,USA,410523,Colben,Landrew,7,P2,"2PtsFG under the basket, hook shot missed",0,2,2PT,151,44
130879,30373-A-1,,USA,ARG,Q2,8:52,23,11,154,USA,369232,Taylen,Kinney,4,P3,3pt jump shot missed,0,3,3PT,8,72
130879,30373-A-1,,USA,ARG,Q2,8:40,23,11,14,ARG,408871,Manuel,Hernandez,4,P2,"2PtsFG inside center, jump shot missed",0,2,2PT,132,117
130879,30373-A-1,,USA,ARG,Q2,8:32,23,11,154,USA,410523,Colben,Landrew,7,FT,1st of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q2,8:32,24,11,154,USA,410523,Colben,Landrew,7,FT,2nd of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q2,8:15,24,11,14,ARG,409151,Santiago,Pettinaroli,14,P2,2pt turnaround jump shot missed,0,2,2PT,82,16
130879,30373-A-1,,USA,ARG,Q2,7:41,24,11,154,USA,341544,Caleb,Gaskins,12,P2,2pt fadeaway jump shot missed,0,2,2PT,104,29
130879,30373-A-1,,USA,ARG,Q2,7:35,24,13,14,ARG,408870,Gonzalo,Aman,8,P2,"2PtsFG under the basket, layup made",1,2,2PT,161,35
130879,30373-A-1,,USA,ARG,Q2,7:13,27,13,154,USA,410523,Colben,Landrew,7,P3,3pt jump shot made,1,3,3PT,5,27
130879,30373-A-1,,USA,ARG,Q2,6:47,27,16,14,ARG,408871,Manuel,Hernandez,4,P3,3pt step back jump shot made,1,3,3PT,40,126
130879,30373-A-1,,USA,ARG,Q2,6:40,27,19,14,ARG,409151,Santiago,Pettinaroli,14,P3,3pt jump shot made,1,3,3PT,11,89
130879,30373-A-1,,USA,ARG,Q2,6:24,27,19,154,USA,369232,Taylen,Kinney,4,P3,3pt step back jump shot missed,0,3,3PT,128,174
130879,30373-A-1,,USA,ARG,Q2,6:09,27,22,14,ARG,408871,Manuel,Hernandez,4,P3,3pt jump shot made,1,3,3PT,34,143
130879,30373-A-1,,USA,ARG,Q2,5:53,30,22,154,USA,416446,Adan,Diggs,10,P3,3pt jump shot from center made,1,3,3PT,173,168
130879,30373-A-1,,USA,ARG,Q2,5:49,30,22,154,USA,416453,Malachi,Jordan,5,P2,"2PtsFG under the basket, points after turnover, layup missed",0,2,2PT,151,34
130879,30373-A-1,,USA,ARG,Q2,5:23,30,22,154,USA,410526,Davion,Thompson,6,FT,1st of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q2,5:23,31,22,154,USA,410526,Davion,Thompson,6,FT,2nd of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q2,5:23,31,22,154,USA,416453,Malachi,Jordan,5,P2,"2PtsFG under the basket, points after turnover, pullup jump shot missed",0,2,2PT,156,40
130879,30373-A-1,,USA,ARG,Q2,5:23,31,22,154,USA,416453,Malachi,Jordan,5,P2,"2PtsFG under the basket, points from second chance + after turnover missed",0,2,2PT,140,31
130879,30373-A-1,,USA,ARG,Q2,5:16,31,22,14,ARG,408871,Manuel,Hernandez,4,P3,3pt jump shot missed,0,3,3PT,235,133
130879,30373-A-1,,USA,ARG,Q2,5:16,33,22,154,USA,410509,Bruce,Branch III,8,P2,"2PtsFG under the basket, layup made",1,2,2PT,151,41
130879,30373-A-1,,USA,ARG,Q2,4:56,34,22,154,USA,410509,Bruce,Branch III,8,FT,1st free throw made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q2,4:37,34,24,14,ARG,398746,Roman,Moravansky,11,P2,"2PtsFG under the basket, driving layup made",1,2,2PT,134,33
130879,30373-A-1,,USA,ARG,Q2,4:18,34,24,154,USA,416453,Malachi,Jordan,5,P3,3pt jump shot missed,0,3,3PT,28,111
130879,30373-A-1,,USA,ARG,Q2,4:04,34,24,14,ARG,409023,Joaquin,Celiz,9,P3,3pt jump shot missed,0,3,3PT,205,173
130879,30373-A-1,,USA,ARG,Q2,3:44,34,26,14,ARG,408872,Bautista,Gobetti,6,P2,"2PtsFG under the basket, points after turnover, driving layup made",1,2,2PT,125,33
130879,30373-A-1,,USA,ARG,Q2,3:34,37,26,154,USA,410526,Davion,Thompson,6,P3,3pt step back jump shot made,1,3,3PT,252,108
130879,30373-A-1,,USA,ARG,Q2,3:05,37,26,154,USA,416558,Quentin,Coleman,11,P2,"2PtsFG under the basket, points after turnover, driving layup missed",0,2,2PT,130,31
130879,30373-A-1,,USA,ARG,Q2,2:32,37,26,14,ARG,408872,Bautista,Gobetti,6,P3,3pt jump shot missed,0,3,3PT,210,143
130879,30373-A-1,,USA,ARG,Q2,2:28,37,26,14,ARG,408857,Joaquin,Caumo,10,P3,3pt jump shot missed,0,3,3PT,245,117
130879,30373-A-1,,USA,ARG,Q2,2:19,37,26,14,ARG,408857,Joaquin,Caumo,10,P2,"2PtsFG inside right, points after turnover, jump shot missed",0,2,2PT,210,60
130879,30373-A-1,,USA,ARG,Q2,2:15,37,26,154,USA,410523,Colben,Landrew,7,FT,1st of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q2,2:15,38,26,154,USA,410523,Colben,Landrew,7,FT,2nd of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q2,2:04,38,26,14,ARG,409021,Elias,Torrens,7,P2,"2PtsFG under the basket, hook shot missed",0,2,2PT,140,47
130879,30373-A-1,,USA,ARG,Q2,1:58,39,26,154,USA,416460,Ethan,Taylor,15,FT,1st of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q2,1:58,39,26,154,USA,416460,Ethan,Taylor,15,FT,2nd of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q2,1:51,41,26,154,USA,341544,Caleb,Gaskins,12,P2,"2PtsFG under the basket, points from fastbreak + after turnover, layup made",1,2,2PT,152,27
130879,30373-A-1,,USA,ARG,Q2,1:11,41,26,154,USA,416558,Quentin,Coleman,11,P2,"2PtsFG inside left wing, points after turnover, jump shot missed",0,2,2PT,65,26
130879,30373-A-1,,USA,ARG,Q2,1:07,43,26,154,USA,341544,Caleb,Gaskins,12,P2,"2PtsFG under the basket, points from second chance + after turnover made",1,2,2PT,140,31
130879,30373-A-1,,USA,ARG,Q2,0:52,43,26,14,ARG,408857,Joaquin,Caumo,10,P3,3pt jump shot missed,0,3,3PT,255,92
130879,30373-A-1,,USA,ARG,Q2,0:38,43,26,154,USA,416460,Ethan,Taylor,15,P2,"2PtsFG under the basket, hook shot missed",0,2,2PT,141,36
130879,30373-A-1,,USA,ARG,Q2,0:25,43,26,14,ARG,408857,Joaquin,Caumo,10,P2,"2PtsFG under the basket, reverse lay-up missed",0,2,2PT,125,30
130879,30373-A-1,,USA,ARG,Q2,0:18,43,26,154,USA,410523,Colben,Landrew,7,P2,"2PtsFG under the basket, driving layup missed",0,2,2PT,128,27
130879,30373-A-1,,USA,ARG,Q2,0:11,45,26,154,USA,416446,Adan,Diggs,10,P2,2PtsFG under the basket made,1,2,2PT,140,31
130879,30373-A-1,,USA,ARG,Q2,0:05,45,26,14,ARG,409023,Joaquin,Celiz,9,P2,"2PtsFG under the basket, driving layup missed",0,2,2PT,154,36
130879,30373-A-1,,USA,ARG,Q3,9:47,45,26,154,USA,416446,Adan,Diggs,10,P3,3pt jump shot missed,0,3,3PT,21,88
130879,30373-A-1,,USA,ARG,Q3,9:39,45,26,14,ARG,398746,Roman,Moravansky,11,P2,"2PtsFG under the basket, layup missed",0,2,2PT,123,21
130879,30373-A-1,,USA,ARG,Q3,9:31,45,26,154,USA,410523,Colben,Landrew,7,P3,3pt jump shot missed,0,3,3PT,242,130
130879,30373-A-1,,USA,ARG,Q3,8:43,45,29,14,ARG,409151,Santiago,Pettinaroli,14,P3,"3PtsFG outside right, points from fastbreak + after turnover, jump shot made",1,3,3PT,261,96
130879,30373-A-1,,USA,ARG,Q3,8:25,45,29,154,USA,369232,Taylen,Kinney,4,P2,2pt jump shot missed,0,2,2PT,109,86
130879,30373-A-1,,USA,ARG,Q3,8:05,45,29,14,ARG,408871,Manuel,Hernandez,4,P3,3pt jump shot missed,0,3,3PT,269,30
130879,30373-A-1,,USA,ARG,Q3,8:00,48,29,154,USA,416446,Adan,Diggs,10,P3,3pt jump shot from center made,1,3,3PT,177,178
130879,30373-A-1,,USA,ARG,Q3,7:37,48,32,14,ARG,408870,Gonzalo,Aman,8,P3,3pt jump shot made,1,3,3PT,63,151
130879,30373-A-1,,USA,ARG,Q3,7:20,50,32,154,USA,416460,Ethan,Taylor,15,P2,"2PtsFG under the basket, alley oop dunk made",1,2,2PT,134,25
130879,30373-A-1,,USA,ARG,Q3,7:00,50,34,14,ARG,409151,Santiago,Pettinaroli,14,P2,"2PtsFG under the basket, hook shot made",1,2,2PT,157,44
130879,30373-A-1,,USA,ARG,Q3,6:27,50,34,14,ARG,408870,Gonzalo,Aman,8,P3,3pt step back jump shot missed,0,3,3PT,236,132
130879,30373-A-1,,USA,ARG,Q3,6:16,50,37,14,ARG,409151,Santiago,Pettinaroli,14,P3,"3PtsFG outside left, points from fastbreak + after turnover, jump shot made",1,3,3PT,24,111
130879,30373-A-1,,USA,ARG,Q3,6:01,50,37,154,USA,410523,Colben,Landrew,7,P3,3pt jump shot from center missed,0,3,3PT,194,195
130879,30373-A-1,,USA,ARG,Q3,5:57,50,37,154,USA,416558,Quentin,Coleman,11,P2,2PtsFG under the basket missed,0,2,2PT,140,31
130879,30373-A-1,,USA,ARG,Q3,5:28,52,37,154,USA,410530,Darius,Wabbington,13,P2,"2PtsFG under the basket, points after turnover, pullup jump shot made",1,2,2PT,147,29
130879,30373-A-1,,USA,ARG,Q3,5:28,53,37,154,USA,410530,Darius,Wabbington,13,FT,1st free throw made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,5:04,53,37,14,ARG,408871,Manuel,Hernandez,4,P2,"2PtsFG under the basket, driving layup missed",0,2,2PT,162,31
130879,30373-A-1,,USA,ARG,Q3,4:18,53,37,154,USA,410530,Darius,Wabbington,13,P3,3pt jump shot missed,0,3,3PT,36,148
130879,30373-A-1,,USA,ARG,Q3,4:15,53,37,154,USA,416558,Quentin,Coleman,11,P2,"2PtsFG under the basket, points from second chance + after turnover, pullup jump shot missed",0,2,2PT,158,33
130879,30373-A-1,,USA,ARG,Q3,4:10,53,37,154,USA,416453,Malachi,Jordan,5,FT,1st of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,4:10,54,37,154,USA,416453,Malachi,Jordan,5,FT,2nd of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,3:52,54,37,14,ARG,409151,Santiago,Pettinaroli,14,P3,3pt pullup jump shot missed,0,3,3PT,41,124
130879,30373-A-1,,USA,ARG,Q3,3:43,54,37,154,USA,416558,Quentin,Coleman,11,P2,"2PtsFG under the basket, hook shot missed",0,2,2PT,127,37
130879,30373-A-1,,USA,ARG,Q3,3:40,54,37,14,ARG,408857,Joaquin,Caumo,10,FT,1st free throw missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,3:40,54,37,154,USA,410509,Bruce,Branch III,8,FT,1st of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,3:40,54,37,154,USA,410509,Bruce,Branch III,8,FT,2nd of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,3:26,54,37,14,ARG,387025,Lautaro,Basualdo,1,P3,3pt jump shot missed,0,3,3PT,50,127
130879,30373-A-1,,USA,ARG,Q3,3:13,56,37,154,USA,410526,Davion,Thompson,6,P2,"2PtsFG under the basket, layup made",1,2,2PT,118,32
130879,30373-A-1,,USA,ARG,Q3,2:56,56,37,14,ARG,362126,Benjamin,Pettovello,32,P2,"2PtsFG under the basket, layup missed",0,2,2PT,148,42
130879,30373-A-1,,USA,ARG,Q3,2:44,58,37,154,USA,410509,Bruce,Branch III,8,P2,"2PtsFG under the basket, dunk made",1,2,2PT,138,31
130879,30373-A-1,,USA,ARG,Q3,2:26,58,39,14,ARG,408857,Joaquin,Caumo,10,P2,2pt turnaround jump shot made,1,2,2PT,148,56
130879,30373-A-1,,USA,ARG,Q3,2:18,58,39,154,USA,410526,Davion,Thompson,6,FT,1st of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,2:18,59,39,154,USA,410526,Davion,Thompson,6,FT,2nd of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,2:09,59,39,14,ARG,408857,Joaquin,Caumo,10,P3,3pt jump shot from center missed,0,3,3PT,155,177
130879,30373-A-1,,USA,ARG,Q3,1:48,59,39,154,USA,416447,Demarcus,Henry,14,P3,3pt jump shot from center missed,0,3,3PT,75,188
130879,30373-A-1,,USA,ARG,Q3,1:34,61,39,154,USA,416446,Adan,Diggs,10,P2,"2PtsFG under the basket, driving layup made",1,2,2PT,128,34
130879,30373-A-1,,USA,ARG,Q3,1:16,61,39,14,ARG,408857,Joaquin,Caumo,10,P3,3pt step back jump shot missed,0,3,3PT,266,33
130879,30373-A-1,,USA,ARG,Q3,1:01,61,39,14,ARG,408860,Mateo,Fessia,12,P2,2pt driving layup missed,0,2,2PT,159,48
130879,30373-A-1,,USA,ARG,Q3,0:56,61,39,14,ARG,362126,Benjamin,Pettovello,32,P2,"2PtsFG under the basket, points from second chance + after turnover missed",0,2,2PT,140,31
130879,30373-A-1,,USA,ARG,Q3,0:47,61,39,154,USA,416446,Adan,Diggs,10,P3,3pt jump shot missed,0,3,3PT,211,147
130879,30373-A-1,,USA,ARG,Q3,0:40,61,39,154,USA,416460,Ethan,Taylor,15,FT,1st of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,0:40,61,39,154,USA,416460,Ethan,Taylor,15,FT,2nd of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,0:11,63,39,154,USA,341544,Caleb,Gaskins,12,P2,"2PtsFG under the basket, points after turnover, eurostep made",1,2,2PT,135,38
130879,30373-A-1,,USA,ARG,Q3,0:00,63,40,14,ARG,409023,Joaquin,Celiz,9,FT,1st of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,0:00,63,41,14,ARG,409023,Joaquin,Celiz,9,FT,2nd of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q3,0:00,63,41,154,USA,416519,Jasiah,Jervis,9,P3,"3PtsFG back court, jump shot missed",0,3,3PT,115,71
130879,30373-A-1,,USA,ARG,Q4,9:49,63,42,14,ARG,409021,Elias,Torrens,7,FT,1st of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q4,9:49,63,42,14,ARG,409021,Elias,Torrens,7,FT,2nd of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q4,9:27,63,42,154,USA,410523,Colben,Landrew,7,P2,"2PtsFG under the basket, pullup jump shot missed",0,2,2PT,156,39
130879,30373-A-1,,USA,ARG,Q4,9:12,63,42,14,ARG,409021,Elias,Torrens,7,P2,"2PtsFG under the basket, reverse lay-up missed",0,2,2PT,132,24
130879,30373-A-1,,USA,ARG,Q4,9:11,63,44,14,ARG,409021,Elias,Torrens,7,P2,"2PtsFG under the basket, pullup jump shot made",1,2,2PT,153,30
130879,30373-A-1,,USA,ARG,Q4,9:11,63,45,14,ARG,409021,Elias,Torrens,7,FT,free throw made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q4,9:00,63,45,154,USA,410523,Colben,Landrew,7,P3,3pt jump shot from center missed,0,3,3PT,132,172
130879,30373-A-1,,USA,ARG,Q4,8:38,63,45,14,ARG,398746,Roman,Moravansky,11,P2,2pt pullup jump shot missed,0,2,2PT,132,77
130879,30373-A-1,,USA,ARG,Q4,8:29,63,45,154,USA,410523,Colben,Landrew,7,P3,3pt jump shot missed,0,3,3PT,10,16
130879,30373-A-1,,USA,ARG,Q4,8:19,63,47,14,ARG,408870,Gonzalo,Aman,8,P2,"2PtsFG under the basket, driving layup made",1,2,2PT,157,34
130879,30373-A-1,,USA,ARG,Q4,8:04,64,47,154,USA,410530,Darius,Wabbington,13,FT,1st of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q4,8:04,65,47,154,USA,410530,Darius,Wabbington,13,FT,2nd of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q4,7:56,65,47,14,ARG,408870,Gonzalo,Aman,8,P2,"2PtsFG under the basket, pullup jump shot missed",0,2,2PT,152,47
130879,30373-A-1,,USA,ARG,Q4,7:47,65,47,14,ARG,408860,Mateo,Fessia,12,P3,3pt jump shot missed,0,3,3PT,28,110
130879,30373-A-1,,USA,ARG,Q4,7:28,67,47,154,USA,369232,Taylen,Kinney,4,P2,"2PtsFG under the basket, driving layup made",1,2,2PT,117,34
130879,30373-A-1,,USA,ARG,Q4,7:14,67,49,14,ARG,408870,Gonzalo,Aman,8,P2,"2PtsFG inside center, jump shot made",1,2,2PT,173,109
130879,30373-A-1,,USA,ARG,Q4,6:58,69,49,154,USA,341544,Caleb,Gaskins,12,P2,"2PtsFG under the basket, layup made",1,2,2PT,124,46
130879,30373-A-1,,USA,ARG,Q4,6:40,69,49,14,ARG,409021,Elias,Torrens,7,P2,"2PtsFG under the basket, hook shot missed",0,2,2PT,138,48
130879,30373-A-1,,USA,ARG,Q4,6:19,70,49,154,USA,410530,Darius,Wabbington,13,FT,1st of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q4,6:19,71,49,154,USA,410530,Darius,Wabbington,13,FT,2nd of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q4,5:47,71,49,154,USA,416446,Adan,Diggs,10,P2,2pt step back jump shot missed,0,2,2PT,209,64
130879,30373-A-1,,USA,ARG,Q4,5:37,71,49,14,ARG,408857,Joaquin,Caumo,10,P3,3pt jump shot missed,0,3,3PT,67,149
130879,30373-A-1,,USA,ARG,Q4,5:23,73,49,154,USA,410526,Davion,Thompson,6,P2,"2PtsFG under the basket, layup made",1,2,2PT,155,23
130879,30373-A-1,,USA,ARG,Q4,5:04,73,49,14,ARG,398746,Roman,Moravansky,11,P2,2pt driving layup missed,0,2,2PT,168,53
130879,30373-A-1,,USA,ARG,Q4,4:58,75,49,154,USA,416558,Quentin,Coleman,11,P2,"2PtsFG under the basket, fast break, layup made",1,2,2PT,126,38
130879,30373-A-1,,USA,ARG,Q4,4:19,75,49,154,USA,410526,Davion,Thompson,6,P2,2pt driving layup missed,0,2,2PT,112,33
130879,30373-A-1,,USA,ARG,Q4,4:07,75,49,14,ARG,408872,Bautista,Gobetti,6,P3,3pt jump shot missed,0,3,3PT,9,11
130879,30373-A-1,,USA,ARG,Q4,3:48,75,49,154,USA,410526,Davion,Thompson,6,P3,3pt jump shot missed,0,3,3PT,40,141
130879,30373-A-1,,USA,ARG,Q4,3:42,77,49,154,USA,416447,Demarcus,Henry,14,P2,"2PtsFG under the basket, dunk made",1,2,2PT,138,28
130879,30373-A-1,,USA,ARG,Q4,3:25,77,51,14,ARG,362126,Benjamin,Pettovello,32,P2,"2PtsFG under the basket, pullup jump shot made",1,2,2PT,136,49
130879,30373-A-1,,USA,ARG,Q4,3:12,77,51,154,USA,416558,Quentin,Coleman,11,P3,3pt jump shot from center missed,0,3,3PT,152,173
130879,30373-A-1,,USA,ARG,Q4,3:05,77,51,14,ARG,362126,Benjamin,Pettovello,32,FT,1st of 2 free throws missed,0,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q4,3:05,77,52,14,ARG,362126,Benjamin,Pettovello,32,FT,2nd of 2 free throws made,1,1,FT,0,0
130879,30373-A-1,,USA,ARG,Q4,3:05,77,52,154,USA,410509,Bruce,Branch III,8,P3,3pt jump shot missed,0,3,3PT,267,22
130879,30373-A-1,,USA,ARG,Q4,2:47,77,52,154,USA,416519,Jasiah,Jervis,9,P3,3pt jump shot missed,0,3,3PT,270,25
